Hepburn,Kana,English,Is Noun,Is Verb,Is Adjective,Is Adverb,Frequency
tanku,タンク,tank (of liquid),True,False,False,False,192775
manyuaru,マニュアル,(instruction) manual,True,False,False,False,192764
mausu,マウス,mouse (esp. laboratory),True,False,False,False,192731
meido,メイド,maid,True,False,False,False,192532
konseputo,コンセプト,concept/general idea/notion,True,False,False,False,192313
kingu,キング,king,True,False,False,False,192206
juusu,ジュース,juice,True,False,False,False,191761
teii,ティー,tea,True,False,False,False,191458
akusesarii,アクセサリー,accessory (fashion)/jewelry,True,False,False,False,191097
arukooru,アルコール,alcohol,True,False,False,False,191061
jazu,ジャズ,jazz,True,False,False,False,190930
posuto,ポスト,postbox/mailbox/mail box/pillar box,True,False,False,False,190736
hawai,ハワイ,Hawaii/Hawai'i,True,False,False,False,190437
kirisuto,キリスト,Christ,True,False,False,False,190058
nyuuyooku,ニューヨーク,New York,True,False,False,False,189265
toyota,トヨタ,Toyota,False,False,False,False,189139
doomu,ドーム,dome,True,False,False,False,189128
nachuraru,ナチュラル,natural,True,False,True,False,189040
biggu,ビッグ,big,True,False,True,False,188961
sutorappu,ストラップ,"strap (often decorative for key-holder, mobile phones, etc.)",True,False,False,False,188645
souru,ソウル,soul,True,False,False,False,188438
interia,インテリア,"interior (of building, room, vehicle, etc.)",True,False,False,False,188374
shuuzu,シューズ,shoes,True,False,False,False,188340
chokoreeto,チョコレート,chocolate,True,False,False,False,188288
deetabeesu,データベース,database,True,False,False,False,188236
sutoreeto,ストレート,straight,True,False,True,False,187521
gandamu,ガンダム,Gundam,False,False,False,False,187355
iya,イヤ,disagreeable/detestable/unpleasant/reluctant,True,False,True,False,186886
oobaa,オーバー,overcoat,True,False,False,False,185470
doramu,ドラム,drum/drums/drum kit,True,False,False,False,185450
channeru,チャンネル,channel,True,False,False,False,184923
bukku,ブック,book,True,False,False,False,184849
uirusu,ウイルス,virus,True,False,False,False,184774
rekoodo,レコード,record (e.g. LP),True,False,False,False,184336
chippu,チップ,tip/gratuity,True,False,False,False,183863
kurashikku,クラシック,classical music,True,False,False,False,182837
paatei,パーティ,"party (gathering, celebration, etc.)",True,False,False,False,182803
konbi,コンビ,combination/pair/duo,True,False,False,False,182302
ekisu,エキス,"extract (of plants, meat, etc.)/essence",True,False,False,False,181317
kooru,コール,(telephone) call/(telephone) ring,True,True,False,False,181307
kitto,キット,kit,True,False,False,False,181072
ookushon,オークション,auction,True,False,False,False,180814
handoru,ハンドル,handle,True,False,False,False,180436
pachinko,パチンコ,pachinko/mechanical gambling game superficially resembling pinball,True,True,False,False,180211
jon,ジョン,"jeon/Korean dish of meat, vegetables, etc. coated in flour and egg and fried",True,False,False,False,179560
kappuru,カップル,couple,True,False,False,False,179521
chatto,チャット,(Internet) chat,True,True,False,False,178773
fiirudo,フィールド,field,True,False,False,False,178605
roozu,ローズ,rose,True,False,False,False,177901
kurinikku,クリニック,clinic,True,False,False,False,177872
gaado,ガード,guard,True,True,False,False,177821
seru,セル,cell,True,False,False,False,177201
miri,ミリ,milli-/10^-3,False,False,False,False,176506
shanpuu,シャンプー,shampoo,True,True,False,False,175962
masu,マス,mass,True,False,False,False,175816
girigiri,ギリギリ,just barely/only just/at the very limit/at the last moment,True,False,True,True,175763
kiiboodo,キーボード,keyboard,True,False,False,False,175599
megane,メガネ,glasses/eyeglasses/spectacles,True,False,False,False,175473
horumon,ホルモン,hormone,True,False,False,False,175397
shin,シン,thin,True,False,False,False,175291
mashi,マシ,better/preferable/less objectionable/least-worst,True,False,True,False,175166
ikemen,イケメン,good-looking guy/handsome man/hunk/Adonis/cool guy,True,False,False,False,175072
ankeeto,アンケート,questionnaire/survey,True,False,False,False,175022
rea,レア,rare/uncommon/unusual,True,False,True,False,174836
renji,レンジ,range/stove/cooker,True,False,False,False,174627
sukuriin,スクリーン,screen,True,False,False,False,174488
arerugii,アレルギー,allergy,True,False,False,False,174411
mejaa,メジャー,major/large/important/famous/mainstream,True,False,True,False,174036
posutaa,ポスター,poster,True,False,False,False,173676
aru,アル,two,False,False,False,False,173299
kanada,カナダ,Canada,True,False,False,False,173280
damu,ダム,dam,True,False,False,False,173101
marason,マラソン,marathon/long-distance race,True,False,False,False,172896
apaato,アパート,apartment building/apartment block/apartment house,True,False,False,False,172555
hotto,ホット,hot,True,False,True,False,172167
bureeki,ブレーキ,brake,True,False,False,False,171909
maikuro,マイクロ,micro-/micro/10^-6,True,True,False,False,171656
daaku,ダーク,dark,True,False,True,False,171480
burashi,ブラシ,brush,True,False,False,False,171093
purofiiru,プロフィール,profile,True,False,False,False,170913
puchi,プチ,small,False,False,False,False,170640
karorii,カロリー,calorie,True,False,False,False,170348
niizu,ニーズ,needs/demands/requests,True,False,False,False,170223
sumuuzu,スムーズ,smooth,True,False,True,False,169890
nori,ノリ,"nori/laver/edible seaweed, usu. Porphyra yezoensis or P. tenera, usu. dried and pressed into sheets",True,False,False,False,169349
dizunii,ディズニー,Disney,True,False,False,False,169241
pureeto,プレート,"plate (often as in ""tectonic plate"")",True,False,False,False,169139
reezaa,レーザー,laser/Light Amplification by Stimulated Emission of Radiation,True,False,False,False,168862
obu,オブ,of,False,False,False,False,168609
figyua,フィギュア,figure/form/shape,True,False,False,False,168603
etchi,エッチ,H/h,True,False,False,False,168492
ribingu,リビング,living/lifestyle,True,False,False,False,168403
nabi,ナビ,navigation/(car) navigation system,True,False,False,False,168201
kan,カン,can/tin,True,False,False,False,167601
fon,フォン,phon (unit of loudness),True,False,False,False,167479
rondon,ロンドン,London (UK),True,False,False,False,166790
paatonaa,パートナー,partner,True,False,False,False,166411
sutoon,ストーン,stone,True,False,False,False,166199
songu,ソング,song,True,False,False,False,166148
boonasu,ボーナス,bonus,True,False,False,False,165954
pure,プレ,pre-,False,False,False,False,165864
kategori,カテゴリ,category,True,False,False,False,165776
burajiru,ブラジル,Brazil,True,False,False,False,165404
shiiru,シール,seal,True,False,False,False,165240
yuuro,ユーロ,Euro-,True,False,False,False,165203
eakon,エアコン,air con/air conditioner/air conditioning,True,False,False,False,165144
tsubo,ツボ,pot/jar/vase,True,False,False,False,165097
eraa,エラー,error,True,False,False,False,164805
maaketeingu,マーケティング,marketing,True,False,False,False,164777
rirakkusu,リラックス,relax,True,True,False,False,164409
tekunikku,テクニック,technique,True,False,False,False,164170
rooma,ローマ,Rome,True,False,False,False,163999
supiikaa,スピーカー,speaker,True,False,False,False,163954
dorai,ドライ,dry,True,False,True,False,163887
onanii,オナニー,masturbation,True,False,False,False,163806
majikku,マジック,magic,True,False,False,False,163614
kajuaru,カジュアル,casual,True,False,True,False,163545
biichi,ビーチ,beach,True,False,False,False,163099
gee,ゲー,Gaia (Greek goddess)/Gaea,True,False,False,False,163004
hamu,ハム,ham (cured pig meat),True,False,False,False,162999
tawaa,タワー,tower,True,False,False,False,162986
hito,ヒト,man/person,True,False,False,False,162984
ranpu,ランプ,lamp/light,True,False,False,False,162689
famirii,ファミリー,family,True,False,False,False,162574
nitto,ニット,knit/knitted fabric/knitted garments,True,False,False,False,162538
kuraianto,クライアント,client,True,False,False,False,162467
dezainaa,デザイナー,designer,True,False,False,False,162040
aidea,アイデア,idea,True,False,False,False,161826
inpakuto,インパクト,impact (on)/(strong) impression/effect/influence,True,False,False,False,161785
entorii,エントリー,"entry (into an event, competition, etc.)/applying for entry/registering to participate",True,True,False,False,161039
katarogu,カタログ,catalog/catalogue,True,True,False,False,160912
dorinku,ドリンク,drink,True,False,False,False,160757
gasorin,ガソリン,gasoline/petrol,True,False,False,False,160481
furuutsu,フルーツ,fruit,True,False,False,False,160408
rizooto,リゾート,resort,True,False,False,False,160379
shitei,シティ,city,True,False,False,False,159741
myuujikku,ミュージック,music,True,False,False,False,159649
supekku,スペック,specifications/specs,True,False,False,False,159527
poppu,ポップ,pop,True,True,True,False,159227
benchi,ベンチ,bench,True,False,False,False,159203
eru,エル,"ell (unit of length, approx. 45 inches)",True,False,False,False,158734
metaru,メタル,metal,True,False,False,False,158021
oshare,オシャレ,smartly dressed/stylish/fashion-conscious,True,False,True,False,157965
pooru,ポール,pole,True,False,False,False,157715
basuto,バスト,bust (measurement),True,False,False,False,157649
nekkuresu,ネックレス,necklace,True,False,False,False,157090
bura,ブラ,bra,True,False,False,False,157015
infuruenza,インフルエンザ,influenza/flu,True,False,False,False,156507
karendaa,カレンダー,calendar,True,False,False,False,156462
kyuuto,キュート,cute,True,False,True,False,156245
rosu,ロス,loss,True,True,False,False,155904
hiiroo,ヒーロー,hero,True,False,False,False,155672
sekushii,セクシー,sexy,True,False,True,False,155327
tarento,タレント,(TV or radio) entertainer/television personality/radio personality,True,False,False,False,155017
haafu,ハーフ,half,True,False,False,False,154788
ooto,オート,auto/automobile/automatic,True,False,False,False,154772
haabu,ハーブ,herb,True,False,False,False,154304
keetai,ケータイ,carrying (on one's person or in the hand),True,True,False,False,154168
pea,ペア,pair,True,False,False,False,154093
ro,ロ,Russia,True,False,False,False,153635
orinpikku,オリンピック,Olympics,True,False,False,False,153566
taagetto,ターゲット,target,True,False,False,False,153314
ana,アナ,announcer,True,False,False,False,153306
furawaa,フラワー,flower,True,False,False,False,153172
anaru,アナル,anal,True,True,False,False,153124
jakku,ジャック,jack/knave,True,False,False,False,152737
pasuta,パスタ,pasta,True,False,False,False,152616
tero,テロ,terror/terrorism,True,False,False,False,152534
taun,タウン,town,True,False,False,False,152371
fitto,フィット,fit,True,True,False,False,152363
yuuza,ユーザ,user,True,False,False,False,152153
jimu,ジム,gym/gymnasium,True,False,False,False,152140
betonamu,ベトナム,Vietnam,True,False,False,False,152071
kirakira,キラキラ,glittering/sparkling/glistening/twinkling,True,True,False,True,151802
don,ドン,Don (Spanish honorific),True,False,False,False,151454
shuuto,シュート,"shooting (a ball)/shot (on basket, at goal, etc.)",True,True,False,False,151428
sukkiri,スッキリ,refreshingly/with a feeling of relief/pleasantly/(a weight) off one's shoulder,True,True,False,True,151425
kyatchi,キャッチ,catch/catching/obtaining (e.g. information)/receiving (e.g. radio transmission or phone call),True,True,False,False,151043
tsuu,ツー,two,True,False,False,False,150751
sonii,ソニー,Sony,False,False,False,False,150527
maaketto,マーケット,market,True,False,False,False,150441
mochiifu,モチーフ,motif,True,False,False,False,150404
jietto,ジェット,jet,True,False,False,False,150401
rakkii,ラッキー,lucky,True,False,True,False,150281
neemu,ネーム,name,True,False,False,False,149868
kategorii,カテゴリー,category,True,False,False,False,149628
kyappu,キャップ,cap (headwear),True,False,False,False,149552
anarogu,アナログ,analog/analogue,True,False,True,False,149436
faasuto,ファースト,first,True,True,False,False,149361
foroo,フォロー,follow,True,True,False,False,148974
nekku,ネック,neck,True,False,False,False,148806
iraira,イライラ,to get irritated/to get annoyed/to be on the edge/to fret/to lose patience,True,True,False,True,148804
apuroochi,アプローチ,approach,True,True,False,False,148510
kotton,コットン,cotton,True,False,False,False,148437
afurika,アフリカ,Africa,True,False,False,False,148305
kyanseru,キャンセル,cancellation,True,True,False,False,148295
shiruetto,シルエット,silhouette,True,False,False,False,148180
aroma,アロマ,aroma,True,False,True,False,147727
sesshon,セッション,session,True,False,False,False,147701
eesu,エース,ace (playing card),True,False,False,False,147627
nikoniko,ニコニコ,with a friendly grin/smilingly,True,True,False,True,146887
nouhau,ノウハウ,know-how,True,False,False,False,146836
burauza,ブラウザ,(web) browser,True,False,False,False,146497
mineraru,ミネラル,mineral,True,False,False,False,146358
kuso,クソ,damn/damn it/shit/crap,False,False,False,False,146151
furasshu,フラッシュ,flash (esp. of a camera)/flashlight/flashbulb,True,False,False,False,145952
fera,フェラ,fellatio,True,True,False,False,145675
sutenresu,ステンレス,stainless steel,True,False,False,False,145548
rikuesuto,リクエスト,request,True,True,False,False,145520
koma,コマ,coma (of a comet),True,False,False,False,145496
bai,バイ,by,False,False,False,True,145209
rifoomu,リフォーム,renovation (e.g. a house)/redecoration/makeover/updating,True,True,False,False,145205
firutaa,フィルター,filter (esp. camera),True,False,False,False,144975
ban,バン,bun,True,False,False,False,144673
raundo,ラウンド,"round (esp. in sports, negotiations, etc.)/rounds (e.g. nurse, security guard, etc.)",True,False,False,False,144564
sukin,スキン,skin,True,False,False,False,144549
puraibeeto,プライベート,private,True,False,True,False,144160
muubii,ムービー,movie,True,False,False,False,143703
dezaato,デザート,dessert,True,False,False,False,143449
gurume,グルメ,fine food/high-quality food,True,False,False,False,143382
banana,バナナ,banana,True,False,False,False,143311
peepaa,ペーパー,paper,True,False,False,False,142709
happii,ハッピー,happy,True,False,True,False,142679
ten,テン,10/ten,True,False,False,False,142626
antena,アンテナ,antenna,True,False,False,False,142494
manaa,マナー,manners/etiquette,True,False,False,False,142243
mania,マニア,enthusiast,True,False,False,False,142110
dee,デー,day (as in holiday),False,False,False,False,141994
nairon,ナイロン,nylon,True,False,False,False,141875
disupurei,ディスプレイ,display,True,True,False,False,141829
dora,ドラ,gong/tam-tam,True,False,False,False,141824
hando,ハンド,hand,True,False,False,False,141661
feisu,フェイス,face,True,False,False,False,141584
dejikame,デジカメ,digital camera,True,False,False,False,141398
oodio,オーディオ,audio,True,False,False,False,141218
waido,ワイド,wide,True,False,True,False,141145
shifuto,シフト,shift/move,True,True,False,False,141017
risaikuru,リサイクル,recycling,True,True,False,False,140564
raibaru,ライバル,rival/competition,True,False,False,False,140332
purasuchikku,プラスチック,plastic,True,False,False,False,139888
gooruden,ゴールデン,golden,True,False,False,False,139872
re,レ,re/ray/2nd note of a major scale in movable-do solfège,True,False,False,False,139819
kaaten,カーテン,curtain/curtains,True,False,False,False,139809
remon,レモン,lemon,True,False,False,False,139684
zoon,ゾーン,zone,True,False,False,False,139565
gurando,グランド,large,True,False,False,False,139394
komikku,コミック,comic books/comics,True,False,False,False,139270
bataa,バター,butter,True,False,False,False,139253
neiru,ネイル,nail/fingernail,True,False,False,False,139155
komyunitei,コミュニティ,community,True,False,False,False,139152
gaki,ガキ,brat/kid/urchin/little devil,True,False,False,False,139048
mentenansu,メンテナンス,maintenance,True,False,False,False,138936
regyuraa,レギュラー,regular,True,False,True,False,138742
oranda,オランダ,Netherlands/Holland,True,False,False,False,138668
kosupure,コスプレ,"cosplay (dressing in costume, esp. as a manga character, etc.)",True,False,False,False,138429
bakkuappu,バックアップ,backup,True,True,False,False,138339
guroobaru,グローバル,global,True,False,True,False,138290
chikin,チキン,chicken,True,False,False,False,138191
otaku,オタク,otaku/geek/nerd/enthusiast,True,False,False,False,138159
komando,コマンド,(computer) command,True,False,False,False,138010
kome,コメ,(husked grains of) rice,True,False,False,False,137832
arumi,アルミ,aluminum (Al)/aluminium,True,False,False,False,137801
supa,スパ,hot spring/mineral spring/spa,True,False,False,False,137622
sutoretchi,ストレッチ,stretch,True,False,False,False,137430
pittari,ピッタリ,tightly/closely,True,True,False,True,137402
gyagu,ギャグ,joke/gag,True,False,False,False,137298
raivu,ライヴ,"live (esp. concert, show, etc.)/live performance",True,True,False,False,137147
junia,ジュニア,junior,True,True,False,False,136921
daiyamondo,ダイヤモンド,"diamond (mineral, gemstone)",True,False,False,False,136704
paddo,パッド,pad/padding,True,False,False,False,136489
suteki,ステキ,lovely/wonderful/nice/great/fantastic/superb/cool,True,False,True,False,136327
reeberu,レーベル,label (i.e. sticker),True,False,False,False,135887
tenpo,テンポ,tempo,True,False,False,False,135779
toreedo,トレード,trade,True,True,False,False,135747
miraa,ミラー,mirror,True,False,False,False,135645
gaaru,ガール,girl,True,False,False,False,135176
repo,レポ,report/paper,True,False,False,False,135112
gyararii,ギャラリー,gallery/corridor,True,False,False,False,135099
hosuto,ホスト,"host (of a party, summit, etc.)",True,False,False,False,134969
ika,イカ,cuttlefish/squid,True,False,False,False,134908
puresu,プレス,pressing/stamping/printing,True,True,False,False,134813
baton,バトン,"baton (relay, orchestral conducting, etc.)",True,False,False,False,134738
foto,フォト,photo,True,False,False,False,134619
fea,フェア,fair,True,False,True,False,134600
jan,ジャン,ta-dah!/ta-da!/voilà!,False,False,False,False,134228
mikkusu,ミックス,mix,True,True,False,False,133783
sutoppu,ストップ,stop,True,True,False,False,133367
gaaden,ガーデン,garden,True,False,False,False,133358
kukkii,クッキー,cookie/biscuit,True,False,False,False,133073
rookaru,ローカル,local,True,False,True,False,132997
tei,ティ,tea,True,False,False,False,132384
kuri,クリ,Japanese chestnut (Castanea crenata),True,False,False,False,132006
innaa,インナー,inner,True,True,False,False,131960
ieroo,イエロー,yellow,True,False,True,False,131900
chenji,チェンジ,change,True,True,False,False,131356
paaru,パール,pearl,True,False,False,False,131279
imaichi,イマイチ,not quite (right)/not very good/somewhat (lacking),False,False,False,True,131204
boke,ボケ,fool/idiot,True,False,False,False,131162
domein,ドメイン,domain,True,False,False,False,131084
piiku,ピーク,peak,True,False,False,False,130735
misshon,ミッション,mission,True,False,False,False,130722
furai,フライ,deep-fried food,True,False,False,False,130614
rappu,ラップ,cling film/plastic wrap/cling wrap,True,False,False,False,130333
debaisu,デバイス,device,True,False,False,False,129769
tonneru,トンネル,tunnel,True,False,False,False,129745
oopuningu,オープニング,opening/start/launch,True,False,False,False,129106
paipu,パイプ,pipe/tube,True,False,False,False,128825
kuesuto,クエスト,quest/pursuit/search,True,False,False,False,128480
geeto,ゲート,"gate (for entry, boarding, etc.)",True,False,False,False,128441
uootaa,ウォーター,water,True,False,False,False,128436
chon,チョン,Korean (person),True,False,False,False,128246
neko,ネコ,"cat (esp. the domestic cat, Felis catus)",True,False,False,False,128188
dan,ダン,done,False,False,False,False,127987
inku,インク,ink,True,False,False,False,127813
sukoa,スコア,score,True,False,False,False,127800
pai,パイ,pie/tart,True,False,False,False,127737
bari,バリ,burr (e.g. on a machined edge),True,False,False,False,127037
magajin,マガジン,magazine,True,False,False,False,126983
booto,ボート,boat/rowing boat,True,False,False,False,126968
yuu,ユー,you,True,False,False,False,126839
urutora,ウルトラ,ultra,True,False,False,False,126783
baburu,バブル,bubble,True,False,False,False,126642
chirashi,チラシ,scattering,True,False,False,False,126363
arisu,アリス,Alice,False,False,False,False,126325
sutandaado,スタンダード,standard,True,False,True,False,126314
koin,コイン,coin,True,False,False,False,126186
pureeyaa,プレーヤー,player,True,False,False,False,125855
kotsu,コツ,knack/skill/trick/secret/know-how/the ropes/hang,True,False,False,False,125716
hiiru,ヒール,heel,True,False,False,False,125409
fantajii,ファンタジー,fantasy,True,False,False,False,124987
hippu,ヒップ,hips/buttocks/backside,True,False,False,False,124879
jieru,ジェル,"gel (hair, soap)",True,False,False,False,124719
yoga,ヨガ,yoga,True,False,False,False,124696
kizzu,キッズ,kids/children,True,False,False,False,124597
piasu,ピアス,earrings (for pierced ears),True,False,False,False,124097
kontakuto,コンタクト,contact,True,True,False,False,124079
pooto,ポート,port,True,False,False,False,123952
sapurimento,サプリメント,supplement,True,False,False,False,123866
puragu,プラグ,plug/connector,True,False,False,False,123841
kurisutaru,クリスタル,crystal,True,False,False,False,123643
maria,マリア,Mary (mother of Jesus)/the Virgin Mary,True,False,False,False,123214
gyaru,ギャル,"gyaru/(young) woman adhering to a fashion trend usually marked by brown or blond-dyed hair, gaudy clothes and accessories",True,False,False,False,123015
fasunaa,ファスナー,fastener/zipper,True,False,False,False,122942
dei,デイ,day (as in holiday),False,False,False,False,122902
hinto,ヒント,hint,True,False,False,False,122872
oora,オーラ,aura,True,False,False,False,122703
anpu,アンプ,amp/ampere,True,False,False,False,122580
hame,ハメ,fucking/screwing/having sex,True,True,False,False,122355
puremiamu,プレミアム,premium,True,False,False,False,122143
men,メン,men/man,True,False,False,False,122064
shiea,シェア,sharing/share (on social media),True,True,False,False,121924
wota,ヲタ,otaku/geek/nerd/enthusiast,True,False,False,False,121831
shorudaa,ショルダー,shoulder,True,False,False,False,121743
kusshon,クッション,cushion,True,False,False,False,121612
sensaa,センサー,sensor,True,False,False,False,121571
maru,マル,circle,True,False,False,False,121405
denimu,デニム,denim,True,False,False,False,121373
suraido,スライド,slide (for projection)/transparency,True,False,False,False,121371
opera,オペラ,opera,True,False,False,False,120945
naifu,ナイフ,knife,True,False,False,False,120723
bookaru,ボーカル,vocal (performance)/vocals/singing,True,False,False,False,120430
medaru,メダル,medal,True,False,False,False,120429
endingu,エンディング,ending,True,False,False,False,120300
konkuriito,コンクリート,concrete,True,False,False,False,120147
akusento,アクセント,"accent (on a syllable, word)/stress/pitch accent",True,False,False,False,120136
puri,プリ,pre-,True,False,False,False,120004
uea,ウェア,wear/clothing/dress,True,False,False,False,119946
furoa,フロア,floor,True,False,False,False,119472
mootaa,モーター,motor,True,False,False,False,119470
foruda,フォルダ,folder,True,False,False,False,119402
noomaru,ノーマル,normal,True,False,True,False,119396
iraku,イラク,Iraq,True,False,False,False,119184
ruupu,ループ,loop/band/ring,True,False,False,False,118146
tootaru,トータル,total,True,False,True,False,118140
reji,レジ,(cash) register,True,False,False,False,118127
rakku,ラック,rack,True,False,False,False,117818
wakuwaku,ワクワク,trembling/getting nervous/excited/thrilled,True,True,False,True,117648
maikeru,マイケル,Michael,False,False,False,False,117514
saikuru,サイクル,cycle,True,False,False,False,117355
boisu,ボイス,voice,True,False,False,False,116618
doroppu,ドロップ,drop,True,True,False,False,116559
inpuranto,インプラント,implant (esp. dental),True,True,False,False,116331
manko,マンコ,pussy/cunt/vulva/vagina,True,False,False,False,116077
kikku,キック,kick,True,True,False,False,116063
manejimento,マネジメント,management,True,False,False,False,115917
buusu,ブース,booth,True,False,False,False,115846
korabo,コラボ,collaboration,True,True,False,False,115754
suisu,スイス,Switzerland,True,False,False,False,115219
sukeeru,スケール,scale/vernier,True,False,False,False,114905
uddo,ウッド,wood,True,False,False,False,114786
gurippu,グリップ,grip,True,False,False,False,114712
reeru,レール,rail (track),True,False,False,False,114710
appuru,アップル,apple,True,False,False,False,114659
desuku,デスク,desk,True,False,False,False,114424
tento,テント,tent,True,False,False,False,114381
di,ディ,day (as in holiday),False,False,False,False,114277
pasuwaado,パスワード,password,True,False,False,False,114188
baree,バレエ,ballet,True,False,False,False,114017
panchi,パンチ,punch (with the fist),True,True,False,False,114011
gia,ギア,gear,True,False,False,False,113814
sukai,スカイ,sky,True,False,False,False,113540
kyasshu,キャッシュ,cache,True,False,False,False,113427
purodeyuusaa,プロデューサー,"producer (film, TV, etc.)",True,False,False,False,113404
kawaii,カワイイ,cute/adorable/charming/lovely/pretty,False,False,True,False,113401
amerikan,アメリカン,American,True,True,False,False,113273
son,ソン,Son,True,False,False,False,113246
mooru,モール,mall,True,False,False,False,113187
kuoritei,クオリティ,quality,True,False,False,False,113167
sekando,セカンド,second,True,False,False,False,113064
suteeshon,ステーション,station,True,False,False,False,113004
dotto,ドット,dot/point,True,False,False,False,112472
sooru,ソール,soul,True,False,False,False,112241
yabai,ヤバイ,dangerous/risky,False,False,True,False,111977
afirieito,アフィリエイト,affiliate/affiliation,True,False,False,False,111753
horudaa,ホルダー,holder,True,False,False,False,111650
purodeyuusu,プロデュース,"to produce (e.g. movie, play, show, event, musical recording, etc.)/to design (e.g. new commercial product, restaurant concept, etc.)/to create",False,True,False,False,111639
gurafikku,グラフィック,graphics/graphic,True,False,True,False,111560
daibingu,ダイビング,diving,True,True,False,False,111534
toon,トーン,tone,True,False,False,False,111345
biniiru,ビニール,vinyl,True,False,False,False,111323
tsukkomi,ツッコミ,thrust/charge/penetration,True,False,False,False,111145
sutoriito,ストリート,street,True,False,False,False,110990
sebun,セブン,seven,True,False,False,False,110870
beeju,ベージュ,beige,True,False,False,False,110645
kuizu,クイズ,quiz,True,False,False,False,110423
roopu,ロープ,rope,True,False,False,False,110398
uei,ウェイ,way,True,False,False,False,110245
booi,ボーイ,boy,True,False,False,False,110232
