Hepburn,Kana,English,Is Noun,Is Verb,Is Adjective,Is Adverb,Frequency
apiiru,アピール,appeal (e.g. to public opinion)/plea/request,True,True,False,False,217873
konpakuto,コンパクト,compact,True,False,True,False,217832
hanshin,ハンシン,NOTFOUND,False,False,False,False,217511
riido,リード,lead/leading/taking the lead,True,True,False,False,217506
ion,イオン,ion,True,False,False,False,217465
boranteia,ボランティア,volunteer,True,True,False,False,216531
ribon,リボン,ribbon,True,False,False,False,216212
miki,ミキ,NOTFOUND,False,False,False,False,215593
kyasuto,キャスト,"cast (play, film, etc.)",True,True,False,False,215510
adaruto,アダルト,adult,True,False,False,False,214760
purosesu,プロセス,process,True,False,False,False,214556
rezaa,レザー,leather,True,False,False,False,214519
esute,エステ,beauty treatment/cosmetology,True,False,False,False,213855
supotto,スポット,spot/dot/mark,True,False,False,False,213692
inchi,インチ,inch,True,False,False,False,213235
sarada,サラダ,salad,True,False,False,False,213216
oosutoraria,オーストラリア,Australia,True,False,False,False,213160
gifu,ギフ,GIF/graphics interchange format,True,False,False,False,212524
shinario,シナリオ,script/screenplay,True,False,False,False,212456
sukejuuru,スケジュール,schedule,True,True,False,False,211773
firumu,フィルム,film,True,False,False,False,211764
okayama,オカヤマ,NOTFOUND,False,False,False,False,211590
koochi,コーチ,coach,True,True,False,False,211330
akusesarii,アクセサリー,accessory (fashion)/jewelry,True,False,False,False,210329
rogo,ロゴ,logo,True,False,False,False,210263
paaku,パーク,"park (public, amusement, etc.)",True,False,False,False,210161
koa,コア,core,True,False,False,False,209933
gurando,グランド,large,True,False,False,False,208542
pokemon,ポケモン,Pokémon,True,False,False,False,208500
nagasaki,ナガサキ,"Nagasaki (city, prefecture)",True,False,False,False,208478
ren,レン,NOTFOUND,False,False,False,False,207925
taan,ターン,turn,True,True,False,False,207835
masuku,マスク,(face) mask,True,False,False,False,207642
arubaito,アルバイト,part-time job/side job,True,True,False,False,207571
suruu,スルー,ignoring/looking the other way/letting pass,True,True,False,False,206392
kingu,キング,king,True,False,False,False,206336
beru,ベル,bell,True,False,False,False,205627
oodaa,オーダー,order/reservation,True,True,False,False,205468
chippu,チップ,tip/gratuity,True,False,False,False,205446
maruchi,マルチ,multi-,True,False,True,False,205223
matto,マット,mat,True,False,False,False,204541
kiyoshi,キヨシ,NOTFOUND,False,False,False,False,203720
katou,カトウ,NOTFOUND,False,False,False,False,203682
tenisu,テニス,tennis,True,False,False,False,203424
sabu,サブ,sub/substitute/reserve/backup,True,False,False,False,203406
ishikawa,イシカワ,NOTFOUND,False,False,False,False,203351
kirisuto,キリスト,Christ,True,False,False,False,203252
kobayashi,コバヤシ,NOTFOUND,False,False,False,False,203220
maiku,マイク,mike/mic/microphone,True,False,False,False,202773
meedo,メード,maid,True,False,False,False,202654
entorii,エントリー,"entry (into an event, competition, etc.)/applying for entry/registering to participate",True,True,False,False,202560
rooru,ロール,roll,True,True,False,False,200642
yoshida,ヨシダ,NOTFOUND,False,False,False,False,200446
korekushon,コレクション,collection,True,False,False,False,200196
buumu,ブーム,boom/rage/fad,True,True,False,False,200153
charenji,チャレンジ,taking on (a challenge)/attempt/try/tackling/challenging (someone to a contest),True,True,False,False,199640
kurashikku,クラシック,classical music,True,False,False,False,199348
episoodo,エピソード,episode/anecdote/vignette,True,False,False,False,198775
robotto,ロボット,robot,True,False,False,False,198160
gaaru,ガール,girl,True,False,False,False,198057
oobaa,オーバー,overcoat,True,False,False,False,198035
tanku,タンク,tank (of liquid),True,False,False,False,197250
pojishon,ポジション,position,True,False,False,False,197114
doramu,ドラム,drum/drums/drum kit,True,False,False,False,196890
shawaa,シャワー,shower,True,False,False,False,196841
poriesuteru,ポリエステル,polyester,True,False,False,False,196696
komikku,コミック,comic books/comics,True,False,False,False,196347
kumamoto,クマモト,NOTFOUND,False,False,False,False,196190
poppu,ポップ,pop,True,True,True,False,196003
banku,バンク,bank,True,False,False,False,195920
matchi,マッチ,match (to light fire with),True,False,False,False,195869
pin,ピン,"pin (e.g. hairpin, bowling pin, golf pin, etc.)",True,False,False,False,195297
jazu,ジャズ,jazz,True,False,False,False,194960
juusu,ジュース,juice,True,False,False,False,194445
sutoon,ストーン,stone,True,False,False,False,194394
mausu,マウス,mouse (esp. laboratory),True,False,False,False,194067
manyuaru,マニュアル,(instruction) manual,True,False,False,False,193803
nachuraru,ナチュラル,natural,True,False,True,False,193753
poozu,ポーズ,pose,True,False,False,False,193588
konseputo,コンセプト,concept/general idea/notion,True,False,False,False,192313
aya,アヤ,NOTFOUND,False,False,False,False,192219
hawai,ハワイ,Hawaii/Hawai'i,True,False,False,False,191923
puchi,プチ,small,False,False,False,False,191833
nyuuyooku,ニューヨーク,New York,True,False,False,False,191821
firutaa,フィルター,filter (esp. camera),True,False,False,False,191819
koizumi,コイズミ,NOTFOUND,False,False,False,False,191470
arukooru,アルコール,alcohol,True,False,False,False,191224
shimizu,シミズ,NOTFOUND,False,False,False,False,191092
posuto,ポスト,postbox/mailbox/mail box/pillar box,True,False,False,False,190964
deetaabeesu,データーベース,NOTFOUND,False,False,False,False,190896
souru,ソウル,soul,True,False,False,False,190054
saitou,サイトウ,haricot/kidney bean,True,False,False,False,189972
chokoreeto,チョコレート,chocolate,True,False,False,False,189670
doomu,ドーム,dome,True,False,False,False,189128
sutoreeto,ストレート,straight,True,False,True,False,188917
sutorappu,ストラップ,"strap (often decorative for key-holder, mobile phones, etc.)",True,False,False,False,188645
shuuzu,シューズ,shoes,True,False,False,False,188431
interia,インテリア,"interior (of building, room, vehicle, etc.)",True,False,False,False,188374
kuroosu,クロース,cloth,True,False,False,False,187928
rekoodo,レコード,record (e.g. LP),True,False,False,False,187533
gandamu,ガンダム,NOTFOUND,False,False,False,False,187355
sakai,サカイ,NOTFOUND,False,False,False,False,187145
obu,オブ,of,False,False,False,False,186620
ton,トン,"ton (now usu. a metric ton, i.e. 1,000kg)/tonne",True,False,False,False,186586
shiteii,シティー,city,True,False,False,False,186413
rii,リー,NOTFOUND,False,False,False,False,185410
kagoshima,カゴシマ,NOTFOUND,False,False,False,False,185372
honkon,ホンコン,Hong Kong/Hongkong,True,False,False,False,185323
dezainaa,デザイナー,designer,True,False,False,False,184107
fiirudo,フィールド,field,True,False,False,False,183800
so,ソ,so/soh/5th note of a major scale in movable-do solfège,True,False,False,False,183775
bai,バイ,by,False,False,False,True,183686
kooru,コール,(telephone) call/(telephone) ring,True,True,False,False,183532
reezaa,レーザー,laser/Light Amplification by Stimulated Emission of Radiation,True,False,False,False,182640
konbi,コンビ,combination/pair/duo,True,False,False,False,182302
bookaru,ボーカル,vocal (performance)/vocals/singing,True,False,False,False,182270
maki,マキ,yew plum pine (Podocarpus macrophyllus),True,False,False,False,182086
kappuru,カップル,couple,True,False,False,False,181746
akita,アキタ,NOTFOUND,False,False,False,False,181590
roozu,ローズ,rose,True,False,False,False,181582
kitto,キット,kit,True,False,False,False,181547
ekisu,エキス,"extract (of plants, meat, etc.)/essence",True,False,False,False,181317
hyougo,ヒョウゴ,NOTFOUND,False,False,False,False,181255
aru,アル,two,False,False,False,False,181143
kaoru,カオル,NOTFOUND,False,False,False,False,180925
ookushon,オークション,auction,True,False,False,False,180827
jon,ジョン,"jeon/Korean dish of meat, vegetables, etc. coated in flour and egg and fried",True,False,False,False,180442
handoru,ハンドル,handle,True,False,False,False,180436
renji,レンジ,range/stove/cooker,True,False,False,False,180082
figyua,フィギュア,figure/form/shape,True,False,False,False,180024
faasuto,ファースト,first,True,True,False,False,179877
supiikaa,スピーカー,speaker,True,False,False,False,179507
chatto,チャット,(Internet) chat,True,True,False,False,178835
jieru,ジェル,"gel (hair, soap)",True,False,False,False,178290
kurinikku,クリニック,clinic,True,False,False,False,177924
paatonaa,パートナー,partner,True,False,False,False,177822
gaado,ガード,guard,True,True,False,False,177821
kanada,カナダ,Canada,True,False,False,False,177597
sofaa,ソファー,sofa/couch,True,False,False,False,177592
shanpuu,シャンプー,shampoo,True,True,False,False,177245
seru,セル,cell,True,False,False,False,177201
miri,ミリ,milli-/10^-3,False,False,False,False,176782
hotto,ホット,hot,True,False,True,False,176279
ooita,オオイタ,NOTFOUND,False,False,False,False,175870
kiiboodo,キーボード,keyboard,True,False,False,False,175599
mejaa,メジャー,major/large/important/famous/mainstream,True,False,True,False,175494
horumon,ホルモン,hormone,True,False,False,False,175397
ankeeto,アンケート,questionnaire/survey,True,False,False,False,175032
rea,レア,rare/uncommon/unusual,True,False,True,False,174836
sukuriin,スクリーン,screen,True,False,False,False,174488
arerugii,アレルギー,allergy,True,False,False,False,174411
posutaa,ポスター,poster,True,False,False,False,173676
han,ハン,khan (medieval ruler of a Tatary tribe),True,False,False,False,173631
purofiiru,プロフィール,profile,True,False,False,False,173548
hamu,ハム,ham (cured pig meat),True,False,False,False,173379
merodii,メロディー,melody,True,False,False,False,173367
ichirou,イチロウ,NOTFOUND,False,False,False,False,173294
damu,ダム,dam,True,False,False,False,173101
marason,マラソン,marathon/long-distance race,True,False,False,False,172896
apaato,アパート,apartment building/apartment block/apartment house,True,False,False,False,172622
karorii,カロリー,calorie,True,False,False,False,172550
maikuro,マイクロ,micro-/micro/10^-6,True,True,False,False,172014
bureeki,ブレーキ,brake,True,False,False,False,171909
miyagi,ミヤギ,NOTFOUND,False,False,False,False,171554
burashi,ブラシ,brush,True,False,False,False,171550
daaku,ダーク,dark,True,False,True,False,171480
komyuniteii,コミュニティー,community,True,False,False,False,171436
nabi,ナビ,navigation/(car) navigation system,True,False,False,False,170472
satoshi,サトシ,satoshi (0.00000001 of a bitcoin),True,False,False,False,170315
dizunii,ディズニー,Disney,True,False,False,False,170290
niizu,ニーズ,needs/demands/requests,True,False,False,False,170223
rooma,ローマ,Rome,True,False,False,False,170111
ten,テン,10/ten,True,False,False,False,170004
ribingu,リビング,living/lifestyle,True,False,False,False,169981
pureeto,プレート,"plate (often as in ""tectonic plate"")",True,False,False,False,169139
fon,フォン,phon (unit of loudness),True,False,False,False,168991
rondon,ロンドン,London (UK),True,False,False,False,168928
songu,ソング,song,True,False,False,False,168646
uea,ウエア,wear/clothing/dress,True,False,False,False,168143
ginza,ギンザ,NOTFOUND,False,False,False,False,168076
feesu,フェース,face,True,False,False,False,167948
kuraianto,クライアント,client,True,False,False,False,167402
famirii,ファミリー,family,True,False,False,False,167286
hando,ハンド,hand,True,False,False,False,166988
booi,ボーイ,boy,True,False,False,False,166877
osamu,オサム,NOTFOUND,False,False,False,False,166740
sute,ステ,NOTFOUND,False,False,False,False,166684
tsuyoshi,ツヨシ,NOTFOUND,False,False,False,False,166666
maaketeingu,マーケティング,marketing,True,False,False,False,166639
tawaa,タワー,tower,True,False,False,False,166592
kawasaki,カワサキ,NOTFOUND,False,False,False,False,166357
boonasu,ボーナス,bonus,True,False,False,False,165954
shiiru,シール,seal,True,False,False,False,165898
burajiru,ブラジル,Brazil,True,False,False,False,165826
yuuro,ユーロ,Euro-,True,False,False,False,165631
majikku,マジック,magic,True,False,False,False,165359
eakon,エアコン,air con/air conditioner/air conditioning,True,False,False,False,165144
tekunikku,テクニック,technique,True,False,False,False,165046
kimura,キムラ,NOTFOUND,False,False,False,False,164960
eraa,エラー,error,True,False,False,False,164805
sakura,サクラ,cherry tree/cherry blossom,True,False,False,False,164710
rirakkusu,リラックス,relax,True,True,False,False,164409
onanii,オナニー,masturbation,True,False,False,False,163806
biichi,ビーチ,beach,True,False,False,False,163688
kajuaru,カジュアル,casual,True,False,True,False,163574
toukai,トウカイ,NOTFOUND,False,False,False,False,163382
myuujikku,ミュージック,music,True,False,False,False,163321
ranpu,ランプ,lamp/light,True,False,False,False,163075
gee,ゲー,Gaia (Greek goddess)/Gaea,True,False,False,False,163004
nitto,ニット,knit/knitted fabric/knitted garments,True,False,False,False,162601
tadashi,タダシ,NOTFOUND,False,False,False,False,162519
inpakuto,インパクト,impact (on)/(strong) impression/effect/influence,True,False,False,False,161841
rizooto,リゾート,resort,True,False,False,False,161730
katarogu,カタログ,catalog/catalogue,True,True,False,False,161049
dorinku,ドリンク,drink,True,False,False,False,160936
kiddo,キッド,kid,True,False,False,False,160710
sei,セイ,NOTFOUND,False,False,False,False,160570
gasorin,ガソリン,gasoline/petrol,True,False,False,False,160481
pekin,ペキン,Beijing (China)/Peking,True,False,False,False,160473
furuutsu,フルーツ,fruit,True,False,False,False,160408
hara,ハラ,harassment,True,False,False,False,160407
atsushi,アツシ,elm bark clothes traditionally worn by the Ainu/elm bark textile,True,False,False,False,160374
ibaraki,イバラキ,NOTFOUND,False,False,False,False,160157
a,ア,ah/oh,False,False,False,False,159884
supekku,スペック,specifications/specs,True,False,False,False,159722
tooru,トオル,NOTFOUND,False,False,False,False,159577
eru,エル,"ell (unit of length, approx. 45 inches)",True,False,False,False,159443
yuuko,ユウコ,NOTFOUND,False,False,False,False,159285
benchi,ベンチ,bench,True,False,False,False,159224
ouji,オウジ,NOTFOUND,False,False,False,False,159221
inoue,イノウエ,NOTFOUND,False,False,False,False,158774
yamagata,ヤマガタ,NOTFOUND,False,False,False,False,158624
basuto,バスト,bust (measurement),True,False,False,False,158613
purasuchikku,プラスチック,plastic,True,False,False,False,158441
metaru,メタル,metal,True,False,False,False,158193
sento,セント,cent (monetary unit),True,False,False,False,158161
pooru,ポール,pole,True,False,False,False,158002
daiyamondo,ダイヤモンド,"diamond (mineral, gemstone)",True,False,False,False,157940
izumi,イズミ,NOTFOUND,False,False,False,False,157798
burauza,ブラウザ,(web) browser,True,False,False,False,157727
okada,オカダ,NOTFOUND,False,False,False,False,157562
ooto,オート,auto/automobile/automatic,True,False,False,False,157354
nekkuresu,ネックレス,necklace,True,False,False,False,157090
bura,ブラ,bra,True,False,False,False,157015
bataa,バター,butter,True,False,False,False,156825
infuruenza,インフルエンザ,influenza/flu,True,False,False,False,156507
karendaa,カレンダー,calendar,True,False,False,False,156490
sensaa,センサー,sensor,True,False,False,False,156392
betonamu,ベトナム,Vietnam,True,False,False,False,156272
furawaa,フラワー,flower,True,False,False,False,156112
rosu,ロス,loss,True,True,False,False,155922
mei,メイ,May,True,False,False,False,155822
hiiroo,ヒーロー,hero,True,False,False,False,155672
shanhai,シャンハイ,Shanghai (China),True,False,False,False,155503
haabu,ハーブ,herb,True,False,False,False,155427
fitto,フィット,fit,True,True,False,False,155313
orinpikku,オリンピック,Olympics,True,False,False,False,155181
tarento,タレント,(TV or radio) entertainer/television personality/radio personality,True,False,False,False,155017
haafu,ハーフ,half,True,False,False,False,154916
kuoriteii,クオリティー,quality,True,False,False,False,154913
madoka,マドカ,NOTFOUND,False,False,False,False,154841
aomori,アオモリ,NOTFOUND,False,False,False,False,154775
sonii,ソニー,NOTFOUND,False,False,False,False,154345
pea,ペア,pair,True,False,False,False,154098
foroo,フォロー,follow,True,True,False,False,153604
ana,アナ,announcer,True,False,False,False,153502
makoto,マコト,NOTFOUND,False,False,False,False,153490
gooshu,ゴーシュ,NOTFOUND,False,False,False,False,153487
taun,タウン,town,True,False,False,False,153472
anaru,アナル,anal,True,True,False,False,153445
taagetto,ターゲット,target,True,False,False,False,153314
mochiifu,モチーフ,motif,True,False,False,False,153178
disupuree,ディスプレー,display,True,True,False,False,153094
tarou,タロウ,tallow,True,False,False,False,153047
jakku,ジャック,jack/knave,True,False,False,False,152956
maneejaa,マネージャー,"manager (e.g. of a business, an idol, etc.)",True,False,False,False,152691
pasuta,パスタ,pasta,True,False,False,False,152616
tero,テロ,terror/terrorism,True,False,False,False,152534
jietto,ジェット,jet,True,False,False,False,152486
jimu,ジム,gym/gymnasium,True,False,False,False,152140
shuuto,シュート,"shooting (a ball)/shot (on basket, at goal, etc.)",True,True,False,False,151445
remon,レモン,lemon,True,False,False,False,151429
mootaa,モーター,motor,True,False,False,False,151391
kyatchi,キャッチ,catch/catching/obtaining (e.g. information)/receiving (e.g. radio transmission or phone call),True,True,False,False,151069
mari,マリ,Mali,True,False,False,False,151055
maaketto,マーケット,market,True,False,False,False,150989
rakkii,ラッキー,lucky,True,False,True,False,150644
guddo,グッド,good,True,False,True,False,150363
kyappu,キャップ,cap (headwear),True,False,False,False,150278
neemu,ネーム,name,True,False,False,False,150111
banana,バナナ,banana,True,False,False,False,149546
anarogu,アナログ,analog/analogue,True,False,True,False,149436
junia,ジュニア,junior,True,True,False,False,149323
nekku,ネック,neck,True,False,False,False,148806
afurika,アフリカ,Africa,True,False,False,False,148583
apuroochi,アプローチ,approach,True,True,False,False,148562
eesu,エース,ace (playing card),True,False,False,False,148442
kyanseru,キャンセル,cancellation,True,True,False,False,148298
shiruetto,シルエット,silhouette,True,False,False,False,148201
sesshon,セッション,session,True,False,False,False,147876
furasshu,フラッシュ,flash (esp. of a camera)/flashlight/flashbulb,True,False,False,False,147806
aroma,アロマ,aroma,True,False,True,False,147727
hashimoto,ハシモト,NOTFOUND,False,False,False,False,147542
youko,ヨウコ,NOTFOUND,False,False,False,False,147202
nouhau,ノウハウ,know-how,True,False,False,False,147138
sakurai,サクライ,NOTFOUND,False,False,False,False,146819
mao,マオ,NOTFOUND,False,False,False,False,146757
toyama,トヤマ,NOTFOUND,False,False,False,False,146661
sukin,スキン,skin,True,False,False,False,146534
rifoomu,リフォーム,renovation (e.g. a house)/redecoration/makeover/updating,True,True,False,False,146407
mineraru,ミネラル,mineral,True,False,False,False,146358
uindoo,ウインドー,window,True,False,False,False,146354
gurume,グルメ,fine food/high-quality food,True,False,False,False,146213
muubii,ムービー,movie,True,False,False,False,146197
puraibeeto,プライベート,private,True,False,True,False,146041
taihei,タイヘイ,NOTFOUND,False,False,False,False,145956
fera,フェラ,fellatio,True,True,False,False,145675
sutenresu,ステンレス,stainless steel,True,False,False,False,145548
rikuesuto,リクエスト,request,True,True,False,False,145520
neeru,ネール,nail/fingernail,True,False,False,False,145453
megumi,メグミ,NOTFOUND,False,False,False,False,144992
peepaa,ペーパー,paper,True,False,False,False,144811
raundo,ラウンド,"round (esp. in sports, negotiations, etc.)/rounds (e.g. nurse, security guard, etc.)",True,False,False,False,144772
futoshi,フトシ,NOTFOUND,False,False,False,False,144075
dezaato,デザート,dessert,True,False,False,False,143449
mentenansu,メンテナンス,maintenance,True,False,False,False,143165
asuka,アスカ,NOTFOUND,False,False,False,False,143125
mania,マニア,enthusiast,True,False,False,False,142535
manaa,マナー,manners/etiquette,True,False,False,False,142521
antena,アンテナ,antenna,True,False,False,False,142501
saga,サガ,saga,True,False,False,False,142499
haruka,ハルカ,NOTFOUND,False,False,False,False,142403
maneejimento,マネージメント,management,True,False,False,False,142388
nairon,ナイロン,nylon,True,False,False,False,141875
inku,インク,ink,True,False,False,False,141871
dora,ドラ,gong/tam-tam,True,False,False,False,141824
dejikame,デジカメ,digital camera,True,False,False,False,141398
oodio,オーディオ,audio,True,False,False,False,141254
shifuto,シフト,shift/move,True,True,False,False,141251
raibaru,ライバル,rival/competition,True,False,False,False,141207
maria,マリア,Mary (mother of Jesus)/the Virgin Mary,True,False,False,False,141165
waido,ワイド,wide,True,False,True,False,141145
paddo,パッド,pad/padding,True,False,False,False,140946
zoon,ゾーン,zone,True,False,False,False,140774
girisha,ギリシャ,Greece,True,False,False,False,140608
risaikuru,リサイクル,recycling,True,True,False,False,140564
yooga,ヨーガ,yoga,True,False,False,False,140464
komando,コマンド,(computer) command,True,False,False,False,140153
gooruden,ゴールデン,golden,True,False,False,False,140111
oranda,オランダ,Netherlands/Holland,True,False,False,False,140086
kaaten,カーテン,curtain/curtains,True,False,False,False,139809
uootaa,ウォーター,water,True,False,False,False,139245
regyuraa,レギュラー,regular,True,False,True,False,138758
kouichi,コウイチ,NOTFOUND,False,False,False,False,138667
chikin,チキン,chicken,True,False,False,False,138476
shinji,シンジ,NOTFOUND,False,False,False,False,138459
ueno,ウエノ,NOTFOUND,False,False,False,False,138448
kosupure,コスプレ,"cosplay (dressing in costume, esp. as a manga character, etc.)",True,False,False,False,138429
bakkuappu,バックアップ,backup,True,True,False,False,138348
rittoru,リットル,litre,True,False,False,False,138013
gyararii,ギャラリー,gallery/corridor,True,False,False,False,137976
arumi,アルミ,aluminum (Al)/aluminium,True,False,False,False,137801
foto,フォト,photo,True,False,False,False,137660
supa,スパ,hot spring/mineral spring/spa,True,False,False,False,137622
sutoretchi,ストレッチ,stretch,True,False,False,False,137430
koko,ココ,NOTFOUND,False,False,False,False,137320
gyagu,ギャグ,joke/gag,True,False,False,False,137298
iwate,イワテ,NOTFOUND,False,False,False,False,137153
fukui,フクイ,NOTFOUND,False,False,False,False,137109
gaaden,ガーデン,garden,True,False,False,False,137029
toreedo,トレード,trade,True,True,False,False,137023
yuuki,ユウキ,NOTFOUND,False,False,False,False,136917
chi,チ,NOTFOUND,False,False,False,False,136526
boisu,ボイス,voice,True,False,False,False,136296
tenpo,テンポ,tempo,True,False,False,False,135944
narita,ナリタ,NOTFOUND,False,False,False,False,135926
hiro,ヒロ,NOTFOUND,False,False,False,False,135816
miraa,ミラー,mirror,True,False,False,False,135708
furoa,フロア,floor,True,False,False,False,135695
sutoppu,ストップ,stop,True,True,False,False,135567
ryuu,リュウ,NOTFOUND,False,False,False,False,135559
kenji,ケンジ,NOTFOUND,False,False,False,False,135363
haroo,ハロー,halo,True,False,False,False,135295
repo,レポ,report/paper,True,False,False,False,135112
geeto,ゲート,"gate (for entry, boarding, etc.)",True,False,False,False,135064
puresu,プレス,pressing/stamping/printing,True,True,False,False,134994
hosuto,ホスト,"host (of a party, summit, etc.)",True,False,False,False,134969
baton,バトン,"baton (relay, orchestral conducting, etc.)",True,False,False,False,134738
gurafikku,グラフィック,graphics/graphic,True,False,True,False,134736
arisu,アリス,NOTFOUND,False,False,False,False,134499
sebun,セブン,seven,True,False,False,False,134134
mikkusu,ミックス,mix,True,True,False,False,133892
furai,フライ,deep-fried food,True,False,False,False,133602
fea,フェア,fair,True,False,True,False,133597
sen,セン,stopper/bottle cap,True,False,False,False,133576
forudaa,フォルダー,folder,True,False,False,False,133459
sakamoto,サカモト,NOTFOUND,False,False,False,False,133252
kukkii,クッキー,cookie/biscuit,True,False,False,False,133227
innaa,インナー,inner,True,True,False,False,133086
rookaru,ローカル,local,True,False,True,False,133052
oota,オオタ,NOTFOUND,False,False,False,False,132918
chenji,チェンジ,change,True,True,False,False,132423
ieroo,イエロー,yellow,True,False,True,False,132184
kotton,コットン,cotton,True,False,False,False,132088
paaru,パール,pearl,True,False,False,False,131819
suchiiru,スチール,steel,True,False,False,False,131534
uee,ウエー,way,True,False,False,False,131474
mie,ミエ,NOTFOUND,False,False,False,False,131329
wakayama,ワカヤマ,NOTFOUND,False,False,False,False,131311
misshon,ミッション,mission,True,False,False,False,131174
bureeku,ブレーク,break (rest),True,True,False,False,131117
domein,ドメイン,domain,True,False,False,False,131110
sukoa,スコア,score,True,False,False,False,130939
yuki,ユキ,NOTFOUND,False,False,False,False,130793
debaisu,デバイス,device,True,False,False,False,130788
piiku,ピーク,peak,True,False,False,False,130735
shiga,シガ,NOTFOUND,False,False,False,False,130592
susumu,ススム,NOTFOUND,False,False,False,False,130445
rappu,ラップ,cling film/plastic wrap/cling wrap,True,False,False,False,130398
tonneru,トンネル,tunnel,True,False,False,False,130190
nana,ナナ,NOTFOUND,False,False,False,False,130146
shun,シュン,NOTFOUND,False,False,False,False,129900
foo,フォー,four,True,False,False,False,129829
gunma,グンマ,NOTFOUND,False,False,False,False,129519
oopuningu,オープニング,opening/start/launch,True,False,False,False,129106
paipu,パイプ,pipe/tube,True,False,False,False,128989
masu,マス,mass,True,False,False,False,128919
kimu,キム,NOTFOUND,False,False,False,False,128700
kuesuto,クエスト,quest/pursuit/search,True,False,False,False,128626
magajin,マガジン,magazine,True,False,False,False,128309
booto,ボート,boat/rowing boat,True,False,False,False,128085
shikoku,シコク,NOTFOUND,False,False,False,False,127887
pooto,ポート,port,True,False,False,False,127600
marin,マリン,marine,True,False,False,False,127487
urutora,ウルトラ,ultra,True,False,False,False,126954
sekando,セカンド,second,True,False,False,False,126892
sutandaado,スタンダード,standard,True,False,True,False,126679
baburu,バブル,bubble,True,False,False,False,126642
hippu,ヒップ,hips/buttocks/backside,True,False,False,False,126549
dan,ダン,done,False,False,False,False,126532
chan,チャン,asphalt/bitumen,True,False,False,False,126248
oora,オーラ,aura,True,False,False,False,126206
koin,コイン,coin,True,False,False,False,126186
izu,イズ,NOTFOUND,False,False,False,False,125810
kanazawa,カナザワ,NOTFOUND,False,False,False,False,125657
hiiru,ヒール,heel,True,False,False,False,125409
ikeda,イケダ,NOTFOUND,False,False,False,False,125374
oono,オオノ,NOTFOUND,False,False,False,False,125369
fantajii,ファンタジー,fantasy,True,False,False,False,125325
shiea,シェア,sharing/share (on social media),True,True,False,False,125095
kiromeetoru,キロメートル,kilometer/kilometre,True,False,False,False,124795
biniiru,ビニール,vinyl,True,False,False,False,124552
murakami,ムラカミ,NOTFOUND,False,False,False,False,124343
mirimeetoru,ミリメートル,millimeter/millimetre,True,False,False,False,124300
sapurimento,サプリメント,supplement,True,False,False,False,124201
piasu,ピアス,earrings (for pierced ears),True,False,False,False,124097
desu,デス,death,True,False,False,False,124096
fasunaa,ファスナー,fastener/zipper,True,False,False,False,124092
kontakuto,コンタクト,contact,True,True,False,False,124079
puremiamu,プレミアム,premium,True,False,False,False,123997
puragu,プラグ,plug/connector,True,False,False,False,123841
kouchi,コウチ,NOTFOUND,False,False,False,False,123742
raion,ライオン,lion (Panthera leo),True,False,False,False,123675
kurisutaru,クリスタル,crystal,True,False,False,False,123665
maeda,マエダ,NOTFOUND,False,False,False,False,123573
kura,クラ,NOTFOUND,False,False,False,False,123219
gyaru,ギャル,"gyaru/(young) woman adhering to a fashion trend usually marked by brown or blond-dyed hair, gaudy clothes and accessories",True,False,False,False,123174
hinto,ヒント,hint,True,False,False,False,122934
haru,ハル,NOTFOUND,False,False,False,False,122878
yamazaki,ヤマザキ,NOTFOUND,False,False,False,False,122878
nakajima,ナカジマ,NOTFOUND,False,False,False,False,122801
kagawa,カガワ,NOTFOUND,False,False,False,False,122781
jan,ジャン,ta-dah!/ta-da!/voilà!,False,False,False,False,122711
kouji,コウジ,NOTFOUND,False,False,False,False,122630
anpu,アンプ,amp/ampere,True,False,False,False,122580
reeru,レール,rail (track),True,False,False,False,122244
purintaa,プリンター,printer,True,False,False,False,122141
gyooza,ギョーザ,gyoza/pot sticker/crescent-shaped pan-fried dumplings stuffed with minced pork and vegetables,True,False,False,False,122081
koodineeto,コーディネート,coordinate/co-ordinate/coordination,True,True,False,False,121920
panchi,パンチ,punch (with the fist),True,True,False,False,121855
non,ノン,non-,False,False,False,False,121839
shorudaa,ショルダー,shoulder,True,False,False,False,121743
nakano,ナカノ,NOTFOUND,False,False,False,False,121659
kusshon,クッション,cushion,True,False,False,False,121612
bari,バリ,burr (e.g. on a machined edge),True,False,False,False,121589
koramu,コラム,column (e.g. in newspaper)/stand-alone feature article framed by a box,True,False,False,False,121522
denimu,デニム,denim,True,False,False,False,121373
suraido,スライド,slide (for projection)/transparency,True,False,False,False,121371
oda,オダ,NOTFOUND,False,False,False,False,121198
opera,オペラ,opera,True,False,False,False,121187
reeto,レート,rate,True,False,False,False,121061
naifu,ナイフ,knife,True,False,False,False,120723
